experiment,6
particleCount,1000
particleMass,1.000000
volume,1000000.000000

frame,time,pressure,RMSSpeed,vXAvg,vYAvg,vZAvg
1580,12.261065,258.475141,115.921158,-0.372294,-2.506670,-2.524435,
1600,12.410158,250.725253,115.921158,3.276118,-1.289864,-2.912264,
1620,12.553484,242.939664,115.921158,2.409378,-2.838170,-2.042422,
1640,12.693731,255.399957,115.921158,3.420734,-3.182179,-2.467608,
1660,12.833300,246.478871,115.921158,2.480491,-2.053916,-1.340768,
1680,12.971665,239.678264,115.921158,0.788356,-4.266732,0.724110,
1700,13.122272,253.201301,115.921158,-0.684882,-3.013308,1.670965,
1720,13.260608,240.966886,115.921158,-0.614749,-1.931875,3.561365,
1740,13.404449,234.484305,115.921158,-2.556403,-0.591686,4.283886,
1760,13.546117,239.342972,115.921158,-3.580848,3.330955,2.263866,
1780,13.693025,241.247624,115.921158,-3.825744,5.442505,1.208939,
1800,13.831665,222.767031,115.921158,0.516182,2.893480,2.272558,
1820,13.970673,229.552301,115.921158,3.464053,3.034962,0.636368,
1840,14.110644,235.082955,115.921158,4.342925,0.462637,-0.467156,
1860,14.250064,233.704386,115.921158,1.635583,-0.143987,-0.847753,
1880,14.388964,238.806597,115.921158,-0.239637,0.521836,-1.009696,
1900,14.533874,247.588034,115.921158,-2.214544,0.460204,-2.523876,
1920,14.672733,255.258948,115.921158,-4.500007,0.311013,-3.020745,
1940,14.813181,243.269507,115.921158,-1.776976,-2.180246,-0.883789,
1960,14.961283,253.017876,115.921158,-0.964342,-1.329137,-1.473772,
1980,15.127681,200.370201,115.921158,-0.776911,-1.829707,-1.236722,

histogramWidth,10.000000
histogram,0,5,21,23,47,50,63,77,80,99,89,78,64,76,56,59,36,21,19,14,3,10,5,1,0,2,2
