experiment,2
particleCount,2000
particleMass,1.000000
volume,1000000.000000

frame,time,pressure,RMSSpeed,vXAvg,vYAvg,vZAvg
1740,54.867401,100.745722,115.053879,-0.519838,0.009014,-0.782176,
1760,55.636182,95.622046,115.053879,3.318658,-0.273234,-0.136317,
1780,56.370632,103.036279,115.053879,-0.662793,-3.158071,-1.553334,
1800,57.059953,108.711485,115.053879,-0.716410,0.848910,-0.308227,
1820,57.663750,97.328899,115.053879,-1.563635,-0.251524,1.241586,
1840,58.271304,106.312128,115.053879,1.431845,2.242125,0.151301,
1860,58.895121,110.974546,115.053879,0.795208,-2.728760,-0.078456,
1880,59.560573,112.887553,115.053879,-1.141687,-2.156779,2.226050,
1900,60.189261,98.446826,115.053879,0.935907,2.340011,0.270563,
1920,60.808383,119.651521,115.053879,-0.564420,-0.446005,-0.761507,
1940,61.435016,102.673541,115.053879,-1.507377,-0.949090,0.782255,
1960,62.064704,103.734144,115.053879,-1.488980,0.752022,-1.525875,
1980,62.694745,101.591510,115.053879,-0.409574,0.707950,-0.502364,

histogramWidth,10.000000
histogram,0,8,27,61,67,117,145,172,173,174,184,160,161,122,110,92,59,52,32,27,19,16,12,3,3,1,2,0,1
