experiment,1
particleCount,2000
particleMass,1.000000
volume,1000000.000000

frame,time,pressure,RMSSpeed,vXAvg,vYAvg,vZAvg
740,23.346323,109.582770,115.659638,0.842257,-0.635060,-0.331576,
760,23.930624,104.333765,115.659638,1.590678,2.818385,-1.557750,
780,24.510607,104.949093,115.659638,1.223634,-0.006600,0.660057,
800,25.118880,109.717482,115.659638,-1.492536,-0.314620,0.447193,
820,25.702231,105.498053,115.659638,-0.725952,2.821533,-0.357132,
840,26.307722,108.110125,115.659638,-0.461618,-0.443714,-0.296910,
860,26.932309,108.099755,115.659638,0.123130,-1.791540,1.909650,
880,27.537389,110.678273,115.659638,-0.086799,2.072322,1.989123,
900,28.145252,115.258220,115.659638,-0.381288,-0.081546,0.122390,
920,28.737370,115.382313,115.659638,-0.303071,-1.100051,-1.701537,
940,29.339642,121.346930,115.659638,1.250817,0.053801,-0.024750,
960,29.926975,114.797854,115.659638,-2.595553,-1.351632,1.005400,
980,30.515072,110.845185,115.659638,0.993199,-1.489898,-2.053262,
1000,31.158156,78.390121,115.659638,-1.433578,1.343821,0.707375,
1020,31.877986,86.634015,115.659638,1.884727,2.660068,0.769168,
1040,32.479968,102.970703,115.659638,0.711028,0.135970,0.765890,
1060,33.086755,115.980183,115.659638,-4.397387,-1.546132,-2.051797,
1080,33.689291,109.479607,115.659638,1.282126,-2.194521,0.858120,
1100,34.257819,107.838094,115.659638,2.161218,-0.685936,-0.267643,
1120,34.847544,115.468418,115.659638,-0.616337,-1.732377,-0.438710,
1140,35.422059,116.601279,115.659638,1.622128,0.212859,0.810357,
1160,36.127828,103.231195,115.659638,-0.587514,1.790581,-0.529426,
1180,36.865765,75.556076,115.659638,2.238650,0.202863,2.760708,
1200,37.575069,81.014489,115.659638,0.085475,-1.458961,-2.007278,
1220,38.378752,100.584438,115.659638,-0.595748,1.707455,-1.781319,
1240,39.088190,68.773702,115.659638,-0.270646,-0.603037,1.087458,
1260,39.796847,110.027533,115.659638,1.757472,0.159782,1.426098,
1280,40.446661,100.886692,115.659638,-1.419289,0.515306,-0.424680,
1300,41.063303,108.498801,115.659638,-0.911919,1.287043,-0.866938,
1320,41.689252,124.652834,115.659638,-0.329293,-1.215776,0.014713,
1340,42.336130,109.048615,115.659638,-1.300636,-0.413717,0.182393,
1360,42.937821,101.655209,115.659638,1.668915,-0.450238,0.328272,
1380,43.537458,115.797986,115.659638,-0.514079,0.340521,-1.982881,
1400,44.159774,93.704226,115.659638,0.318359,1.003496,2.473977,
1420,44.772218,125.037466,115.659638,-2.185834,-1.397661,0.039032,
1440,45.368916,116.395181,115.659638,2.484611,0.561125,-1.410110,
1460,45.945615,103.176290,115.659638,2.893065,0.135481,2.238981,
1480,46.560703,103.194147,115.659638,-0.584645,-3.008404,-0.776181,
1500,47.181436,102.974622,115.659638,0.783756,1.741466,0.086667,
1520,47.787613,128.068036,115.659638,-1.898094,-2.039886,-1.460649,
1540,48.426180,97.358044,115.659638,0.342712,-1.202611,0.385530,
1560,49.134928,103.356591,115.659638,0.173419,0.910654,0.234482,
1580,49.746261,113.140542,115.659638,0.151656,2.045399,1.353962,
1600,50.348292,121.609769,115.659638,0.963845,-0.771183,-0.199225,
1620,50.936408,103.420886,115.659638,0.908237,0.071439,1.527537,
1640,51.545861,121.628720,115.659638,-1.773844,-1.565671,-2.389531,
1660,52.151582,114.187088,115.659638,-0.094610,-1.318256,0.402670,
1680,52.768244,117.937830,115.659638,1.623502,-0.222880,1.236432,
1700,53.353546,101.000916,115.659638,0.663561,1.186286,-1.916054,
1720,53.931965,122.762488,115.659638,-2.580965,-2.190679,2.381170,
1740,54.506372,126.487509,115.659638,-1.332532,0.480321,-1.556494,
1760,55.083575,106.319046,115.659638,2.035173,0.206503,-1.848839,
1780,55.673755,100.558780,115.659638,0.509716,1.513927,2.367533,
1800,56.282199,103.286546,115.659638,-0.768272,-1.840123,-1.652711,
1820,56.924892,62.363144,115.659638,-0.171037,-0.716723,2.011009,
1840,57.552360,107.358989,115.659638,3.198451,1.137022,2.124517,
1860,58.147600,108.842951,115.659638,-1.623890,0.298303,-2.142245,
1880,58.759423,117.953159,115.659638,-1.466919,-1.309541,2.021790,
1900,59.372225,123.982552,115.659638,0.404546,-1.172995,-3.076862,
1920,59.967510,100.770894,115.659638,2.752283,2.661480,-1.192074,
1940,60.568815,116.056023,115.659638,0.711732,0.819071,1.230263,
1960,61.174992,108.119021,115.659638,-0.574426,0.403574,3.541134,
1980,61.798360,86.865946,115.659638,-0.056380,0.748417,-3.291629,

histogramWidth,10.000000
histogram,0,14,28,67,82,111,153,165,160,172,182,158,143,134,90,83,72,49,50,30,13,18,9,6,5,4,1,1
