experiment,7
particleCount,1000
particleMass,1.000000
volume,2000000.000000

frame,time,pressure,RMSSpeed,vXAvg,vYAvg,vZAvg
1320,10.006836,127.728474,113.573975,3.203485,2.921370,-2.695899,
1340,10.179297,133.683693,113.573975,-0.057051,1.369286,-2.540040,
1360,10.357528,135.095182,113.573975,0.213011,-0.420502,-1.512541,
1380,10.527125,70.425216,113.573975,-0.127187,-1.262308,0.312492,
1400,10.708339,134.436340,113.573975,-1.631598,-1.500924,1.008549,
1420,10.864984,149.724720,113.573975,-3.192235,-0.506622,0.040039,
1440,11.032656,109.733470,113.573975,-1.828720,0.452288,1.355178,
1460,11.174531,129.411761,113.573975,-2.366181,-1.637838,-0.752400,
1480,11.314833,142.735548,113.573975,-3.438207,-1.087067,-2.455432,
1500,11.459689,150.858328,113.573975,-3.375510,-1.143852,-0.875336,
1520,11.595269,156.121348,113.573975,-2.954898,-1.599509,-2.144601,
1540,11.734285,156.348757,113.573975,-2.788220,-2.514802,-1.042638,
1560,11.872748,153.798537,113.573975,-3.800584,-1.369855,-0.769434,
1580,12.010016,151.567896,113.573975,-3.713426,0.266286,0.164717,
1600,12.146698,135.640315,113.573975,-2.603718,2.795961,0.742045,
1620,12.284868,139.203469,113.573975,0.145778,3.754297,1.150468,
1640,12.421806,133.230504,113.573975,1.328720,3.456905,2.802074,
1660,12.560560,101.046068,113.573975,2.132482,1.135165,3.096494,
1680,12.699985,134.640625,113.573975,4.190001,-0.184846,4.129739,
1700,12.838144,132.299037,113.573975,4.640300,-0.542199,3.930658,
1720,12.980168,140.275021,113.573975,3.512590,-2.315359,2.370938,
1740,13.117037,132.664731,113.573975,4.813336,-2.915850,1.727490,
1760,13.259171,114.484407,113.573975,3.842875,-2.736630,-1.156683,
1780,13.401633,146.571918,113.573975,3.044294,-2.021221,-3.222711,
1800,13.546992,135.757230,113.573975,3.748380,-1.618088,-1.385983,
1820,13.691338,134.799825,113.573975,2.982728,-0.553984,-1.636742,
1840,13.836316,135.714716,113.573975,2.395163,-0.833739,-1.693079,
1860,13.976282,134.905468,113.573975,1.318146,2.072072,0.664127,
1880,14.119404,139.970039,113.573975,1.208734,2.826949,-1.026773,
1900,14.257099,142.738735,113.573975,0.196902,3.310454,-0.540101,
1920,14.392780,141.784124,113.573975,-0.219969,2.814170,-0.580336,
1940,14.529007,135.819777,113.573975,-0.861467,2.930993,-0.457543,
1960,14.668747,143.640176,113.573975,-2.010104,0.039111,1.047062,
1980,14.825513,136.418245,113.573975,-2.549279,-1.167026,1.624642,

histogramWidth,10.000000
histogram,2,8,13,31,58,67,74,71,81,78,95,74,84,63,39,44,31,24,22,18,9,7,2,2,0,1,1,0,1
